Ticker;Company;Currency;Price;Raw Price;EMA20;EMA50;EMA100;EMA200;Distance EMA20 %;Distance EMA50 %;1D %;1W %;1M %;3M %;6M %;RSI;52W High;52W High Raw;52W Low Raw;Distance 52W High %;Distance 52W Low %;Volatility 30D %;Beta;Volume Signal;RVOL;Volume Trend 10D;Dividend Yield %;Dividend Rate;Ex Dividend Date;Last Dividend Date;Next Earnings Date;Stop Loss Idea;Market Cap;Market Cap Class;Forward PE;Trailing PE;PEG Ratio;Revenue Growth;Revenue Growth Raw;Earnings Growth;Earnings Growth Raw;Profit Margin;Profit Margin Raw;Debt To Equity;Free Cashflow;Free Cashflow Raw;Operating Cashflow;Operating Cashflow Raw;Fundamental Score;Fundamental Rating;Fundamental Data Points;Fundamental Data Quality;Fundamental Pros;Fundamental Cons;Risk Level;Turnaround Candidate;Early Signal Score;Early Signal Label;Early Signal Details;Score;Rating;Reason;Sector;Industry;Liquidity;Exchange;Avg Dollar Volume;Relative Strength 1M;Relative Strength 3M;RS Percentile;RS Rating;Sector Avg 1M %;Market RS 1M;Market RS 3M;Smart Money Score;Smart Money Signal;Smart Money Details;Insider Buys 6M;Insider Sells 6M;Insider Net Value;Institutional %;Short % Float;Short Ratio;Swing Score;Swing Tier
EBAY;eBay Inc.;USD;107.71 USD;107.71;111.47 USD;110.52 USD;106.71 USD;101.97 USD;-3.38;-2.54;-3.81;0.54;-8.1;-0.13;18.8;43.19;118.63 USD;118.63;78.93;-9.21;36.47;2.2;1.355;NORMAL;1.13;8.88;1.15%;1.24 USD;28.08.2026;29.05.2026;04.11.2026;108.31 USD;47930949632.0;Large Cap;16.06;23.52;1.75;14.8%;0.15;55.0%;0.55;18.57%;0.19;153.01;1.58 Mrd.;1579624960.0;3.04 Mrd.;3036000000.0;7;VERY SOLID;8;GOOD;Forward KGV im gesunden Bereich | KGV nicht übertrieben | PEG Ratio attraktiv | Umsatzwachstum positiv | Gewinnwachstum positiv | Solide Gewinnmarge | Free Cashflow positiv | Dividende vorhanden;-;LOW RISK;NO;2;-;Leichte Vol.-Erhöhung in Seitwärtsphase | RSI leichte Erholung;4;HOLD;über EMA200, fundamental solide;CONSUMER CYCLICAL;Internet Retail;HOCH;NMS;458117342.0;-8.06;0.7;20.3;🟡 Durchschnittlich;-0.04;-10.49;-5.74;0;⚪ Nicht geprüft;-;0;0;;;;;24.1;⚪ Schwach
93M1.DE;MPH Health Care AG            I;EUR;24.0 EUR;24.0;24.19 EUR;23.39 EUR;21.87 EUR;20.37 EUR;-0.8;2.6;-0.41;-2.44;-3.23;35.96;25.36;48.5;25.1 EUR;25.1;14.3;-4.38;67.88;1.38;1.099;LOW;0.01;1225.89;20.83%;5.0 EUR;10.07.2026;10.07.2026;12.06.2025;22.92 EUR;102753216.0;Micro Cap;-;-;-;-;-;-;-;-58.52%;-0.59;4.78;31.97 Mio.;31974580.0;130875.0;130875.0;2;WEAK;3;OK;Free Cashflow positiv | Verschuldung moderat | Dividende vorhanden;Negative Gewinnmarge;LOW RISK;NO;1;-;EMA50 dreht nach oben;5;BUY;über EMA50, über EMA200, Fundamentaldaten schwach;FINANCIALS;Asset Management;NIEDRIG;GER;85560.0;-5.13;27.29;21.9;🟡 Durchschnittlich;1.9;-5.62;30.35;0;⚪ Nicht geprüft;-;0;0;;;;;24.1;⚪ Schwach
6762.T;TDK CORP;JPY;3045.0 JPY;3045.0;3100.49 JPY;3206.78 JPY;3070.51 JPY;2850.41 JPY;-1.79;-5.04;1.91;-1.52;-9.96;4.16;58.99;45.38;4111.0 JPY;4111.0;1858.03;-25.93;63.88;3.23;0.699;LOW;0.44;-6.12;1.31%;40.0 JPY;29.09.2026;30.03.2027;30.10.2026;3142.64 JPY;5779879362560.0;Mega Cap;28.49;29.59;0.98;38.3%;0.38;94.3%;0.94;8.66%;0.09;32.99;-33.75 Mrd.;-33748500480.0;429.48 Mrd.;429475004416.0;5;SOLID;8;GOOD;KGV nicht übertrieben | PEG Ratio attraktiv | Umsatzwachstum positiv | Gewinnwachstum positiv | Gewinnmarge positiv | Verschuldung moderat | Dividende vorhanden;Free Cashflow negativ;LOW RISK;NO;2;-;EMA20-Squeeze / Kurs nähert sich von unten;3;HOLD;über EMA200, fundamental solide;TECHNOLOGY;Electronic Components;HOCH;JPX;45587093895.0;-11.21;1.58;28.0;🟡 Durchschnittlich;1.25;-12.35;-1.45;0;⚪ Nicht geprüft;-;0;0;;;;;23.9;⚪ Schwach
META;Meta Platforms, Inc.;USD;594.92 USD;594.92;597.09 USD;603.4 USD;612.1 USD;625.87 USD;-0.36;-1.4;0.48;0.79;-11.1;-2.84;-16.82;48.57;787.42 USD;787.42;525.23;-24.45;13.27;3.43;1.243;NORMAL;0.88;11.02;0.35%;2.1 USD;15.06.2026;15.06.2026;28.10.2026;591.33 USD;1515562336256.0;Mega Cap;16.93;22.42;0.88;28.0%;0.28;-13.4%;-0.13;29.83%;0.3;43.0;21.55 Mrd.;21553625088.0;130.3 Mrd.;130301001728.0;7;VERY SOLID;8;GOOD;Forward KGV im gesunden Bereich | KGV nicht übertrieben | PEG Ratio attraktiv | Umsatzwachstum positiv | Solide Gewinnmarge | Free Cashflow positiv | Verschuldung moderat | Dividende vorhanden;Gewinnwachstum negativ;LOW RISK;NO;4;MÖGLICHES SIGNAL;EMA20-Squeeze / Kurs nähert sich von unten | Bodenbildung: nahe 52W-Tief mit positiver Kursdrehung;2;AVOID;Early: MÖGLICHES SIGNAL, fundamental solide;COMMUNICATION;Internet Content & Information;HOCH;NMS;10798205520.0;-12.32;-2.63;16.2;🔴 Schwächster im Sektor;1.22;-13.49;-8.45;0;⚪ Nicht geprüft;-;0;0;;;;;23.9;⚪ Schwach
DHI;D.R. Horton, Inc.;USD;146.66 USD;146.66;148.24 USD;149.2 USD;149.27 USD;149.9 USD;-1.07;-1.7;-2.93;0.3;-2.96;-1.09;-0.59;47.45;181.86 USD;181.86;131.74;-19.35;11.33;2.19;1.375;NORMAL;0.84;-0.42;1.23%;1.8 USD;06.08.2026;06.08.2026;29.10.2026;146.21 USD;41020989440.0;Large Cap;12.46;14.41;1.27;0.0%;0.0;-4.8%;-0.05;9.15%;0.09;29.45;2.41 Mrd.;2413900032.0;3.35 Mrd.;3352600064.0;5;SOLID;8;GOOD;Forward KGV im gesunden Bereich | KGV nicht übertrieben | PEG Ratio attraktiv | Gewinnmarge positiv | Free Cashflow positiv | Verschuldung moderat | Dividende vorhanden;Umsatzwachstum negativ | Gewinnwachstum negativ;LOW RISK;NO;2;-;EMA20-Squeeze / Kurs nähert sich von unten;2;AVOID;fundamental solide;CONSUMER CYCLICAL;Residential Construction;HOCH;NYQ;359796578.0;-2.92;-0.26;35.9;🟡 Durchschnittlich;-0.04;-5.35;-6.7;0;⚪ Nicht geprüft;-;0;0;;;;;23.8;⚪ Schwach
IONQ;IonQ, Inc.;USD;42.53 USD;42.53;39.88 USD;43.7 USD;45.23 USD;45.98 USD;6.65;-2.67;-4.28;9.47;-0.77;-19.1;6.38;53.04;82.09 USD;82.09;26.59;-48.19;59.95;5.71;3.301;NORMAL;0.78;1.7;0.0%;-;-;-;04.11.2026;42.82 USD;17230417920.0;Large Cap;-35.01;-;-;286.8%;2.87;-;-;0.0%;0.0;1.63;-87.77 Mio.;-87774752.0;-452.37 Mio.;-452368992.0;2;WEAK;5;OK;Umsatzwachstum positiv | Verschuldung moderat;Negative Gewinnmarge | Free Cashflow negativ;MEDIUM RISK;NO;2;-;RSI erholt sich aus überverkaufter Zone;3;HOLD;über EMA20, Fundamentaldaten schwach;TECHNOLOGY;Computer Hardware;HOCH;NYQ;1094992308.0;-2.02;-21.68;43.9;🟡 Durchschnittlich;1.25;-3.16;-24.71;0;⚪ Nicht geprüft;-;0;0;;;;;23.7;⚪ Schwach
QSI;Quantum-Si Incorporated;USD;0.79 USD;0.79;0.79 USD;0.86 USD;0.92 USD;1.01 USD;-0.46;-7.88;-2.95;5.9;-10.53;-23.3;-30.09;46.71;2.63 USD;2.63;0.7;-69.96;12.54;3.66;3.25;NORMAL;0.95;5.82;0.0%;-;-;-;13.08.2026;0.84 USD;172052304.0;Micro Cap;-2.19;-;-;-69.4%;-0.69;-;-;0.0%;0.0;1.85;-45.93 Mio.;-45931124.0;-94.2 Mio.;-94201000.0;1;WEAK;5;OK;Verschuldung moderat;Umsatzwachstum negativ | Negative Gewinnmarge | Free Cashflow negativ;MEDIUM RISK;NO;6;EARLY SIGNAL;EMA20-Squeeze / Kurs nähert sich von unten | RSI erholt sich aus überverkaufter Zone | Bodenbildung: nahe 52W-Tief mit positiver Kursdrehung;2;PRE-BREAKOUT;Early: EARLY SIGNAL, Fundamentaldaten schwach;HEALTHCARE;Medical Devices;MITTEL;NGM;3894250.0;-17.53;-41.62;12.0;🔴 Schwächster im Sektor;7.0;-12.92;-28.91;0;⚪ Keine Daten;-;0;0;;23.76;7.97;2.75;23.6;⚪ Schwach
AXP;American Express Company;USD;338.86 USD;338.86;342.14 USD;337.58 USD;333.28 USD;332.93 USD;-0.96;0.38;-0.6;-1.7;-3.34;5.56;-3.21;47.71;381.78 USD;381.78;290.55;-11.24;16.63;1.82;1.055;NORMAL;0.74;-2.23;1.12%;3.8 USD;02.07.2026;02.07.2026;23.10.2026;330.83 USD;228835475456.0;Mega Cap;16.85;20.57;1.58;12.8%;0.13;11.0%;0.11;16.14%;0.16;172.38;-;-;18.47 Mrd.;18474999808.0;6;SOLID;7;GOOD;Forward KGV im gesunden Bereich | KGV nicht übertrieben | PEG Ratio attraktiv | Umsatzwachstum positiv | Gewinnwachstum positiv | Solide Gewinnmarge | Dividende vorhanden;-;LOW RISK;NO;1;-;EMA50 dreht nach oben;5;BUY;über EMA50, über EMA200, fundamental solide;FINANCIALS;Credit Services;HOCH;NYQ;1033705984.0;-5.24;-3.11;20.3;🟡 Durchschnittlich;1.9;-5.73;-0.05;0;⚪ Nicht geprüft;-;0;0;;;;;23.6;⚪ Schwach
QCOM;QUALCOMM Incorporated;USD;162.17 USD;162.17;166.78 USD;177.49 USD;176.91 USD;172.27 USD;-2.76;-8.63;-3.39;6.99;-14.27;-15.48;8.06;44.06;250.1 USD;250.1;123.61;-35.16;31.19;3.07;1.663;NORMAL;0.72;-1.73;2.27%;3.68 USD;03.09.2026;04.06.2026;29.10.2026;173.94 USD;170278502400.0;Large Cap;15.8;18.51;0.7;-4.0%;-0.04;-23.0%;-0.23;21.01%;0.21;55.21;10.24 Mrd.;10241000448.0;12.4 Mrd.;12401000448.0;6;SOLID;8;GOOD;Forward KGV im gesunden Bereich | KGV nicht übertrieben | PEG Ratio attraktiv | Solide Gewinnmarge | Free Cashflow positiv | Verschuldung moderat | Dividende vorhanden;Umsatzwachstum negativ | Gewinnwachstum negativ;LOW RISK;NO;2;-;RSI erholt sich aus überverkaufter Zone;2;AVOID;fundamental solide;SEMICONDUCTOR;Semiconductors;HOCH;NMS;3105357653.0;-5.42;-12.06;35.2;🟡 Durchschnittlich;-8.85;-16.66;-21.09;0;⚪ Nicht geprüft;-;0;0;;;;;23.6;⚪ Schwach
AMT;American Tower Corporation (REI;USD;169.11 USD;169.11;170.87 USD;172.6 USD;174.44 USD;175.92 USD;-1.03;-2.02;-1.99;-2.25;0.31;-5.24;-3.82;47.21;204.0 USD;204.0;162.11;-17.1;4.32;2.01;0.894;LOW;0.57;-1.56;4.13%;6.98 USD;12.06.2026;12.06.2026;27.10.2026;169.15 USD;78798503936.0;Large Cap;24.16;27.23;1.61;4.7%;0.05;138.5%;1.39;31.08%;0.31;438.72;2.92 Mrd.;2920012544.0;5.77 Mrd.;5774900224.0;7;VERY SOLID;8;GOOD;Forward KGV im gesunden Bereich | KGV nicht übertrieben | PEG Ratio attraktiv | Umsatzwachstum positiv | Gewinnwachstum positiv | Solide Gewinnmarge | Free Cashflow positiv | Dividende vorhanden;Verschuldung hoch;LOW RISK;NO;0;-;-;2;AVOID;1M positiv, fundamental solide;REAL ESTATE;REIT - Specialty;HOCH;NYQ;562774912.0;1.05;-4.54;55.0;🟡 Durchschnittlich;-0.74;-2.08;-10.85;0;⚪ Nicht geprüft;-;0;0;;;;;23.5;⚪ Schwach
BZAI;Blaize Holdings, Inc.;USD;1.03 USD;1.03;1.01 USD;1.21 USD;1.42 USD;1.7 USD;2.31;-14.67;-6.36;23.35;-16.26;-44.92;-24.26;48.27;6.29 USD;6.29;0.76;-83.62;35.17;6.08;0.128;NORMAL;1.07;25.43;0.0%;-;-;-;13.08.2026;1.18 USD;146568432.0;Micro Cap;-5.94;-;-;171.9%;1.72;-;-;-202.65%;-2.03;10.75;-14.89 Mio.;-14893000.0;-70.44 Mio.;-70437000.0;2;WEAK;5;OK;Umsatzwachstum positiv | Verschuldung moderat;Negative Gewinnmarge | Free Cashflow negativ;LOW RISK;NO;4;MÖGLICHES SIGNAL;EMA20-Squeeze / Kurs nähert sich von unten | RSI erholt sich aus überverkaufter Zone;3;HOLD;über EMA20, Early: MÖGLICHES SIGNAL, Fundamentaldaten schwach;SOFTWARE;Software - Application;HOCH;NGM;5088735.0;-28.3;-67.82;6.7;🔴 Schwächster im Sektor;12.04;-18.65;-50.53;0;⚪ Nicht geprüft;-;0;0;;;;;23.5;⚪ Schwach
IFX.DE;INFINEON TECHNOLOGIES AG      N;EUR;63.15 EUR;63.15;64.07 EUR;66.91 EUR;63.45 EUR;57.14 EUR;-1.44;-5.63;0.99;-0.89;-12.87;2.2;54.93;46.02;88.0 EUR;88.0;31.04;-28.24;103.47;4.22;1.945;LOW;0.13;-13.45;0.55%;0.35 EUR;20.02.2026;20.02.2026;05.08.2026;65.58 EUR;82063400960.0;Large Cap;22.86;77.01;0.55;12.6%;0.13;39.6%;0.4;7.77%;0.08;40.18;1.74 Mrd.;1743874944.0;3.36 Mrd.;3363000064.0;6;SOLID;8;GOOD;Forward KGV im gesunden Bereich | PEG Ratio attraktiv | Umsatzwachstum positiv | Gewinnwachstum positiv | Gewinnmarge positiv | Free Cashflow positiv | Verschuldung moderat | Dividende vorhanden;KGV sehr hoch;MEDIUM RISK;NO;2;-;EMA20-Squeeze / Kurs nähert sich von unten;3;HOLD;über EMA200, fundamental solide;SEMICONDUCTOR;Semiconductors;HOCH;GER;343114499.0;-4.02;5.62;42.3;🟡 Durchschnittlich;-8.85;-15.26;-3.41;0;⚪ Nicht geprüft;-;0;0;;;;;23.2;⚪ Schwach
SQM;Sociedad Quimica y Minera S.A.;USD;72.84 USD;72.84;70.42 USD;73.36 USD;75.02 USD;73.41 USD;3.44;-0.71;1.24;8.67;-0.48;-21.18;-4.13;55.3;94.63 USD;94.63;40.31;-23.03;80.69;2.57;0.996;LOW;0.64;2.23;1.41%;1.03 USD;08.05.2026;08.05.2026;18.08.2026;71.9 USD;20805857280.0;Large Cap;10.5;25.2;0.32;69.8%;0.7;165.2%;1.65;15.38%;0.15;63.39;1.71 Mrd.;1714752512.0;1.96 Mrd.;1961095936.0;8;VERY SOLID;8;GOOD;Forward KGV im gesunden Bereich | KGV nicht übertrieben | PEG Ratio attraktiv | Umsatzwachstum positiv | Gewinnwachstum positiv | Solide Gewinnmarge | Free Cashflow positiv | Verschuldung moderat | Dividende vorhanden;-;LOW RISK;NO;2;-;EMA20-Squeeze / Kurs nähert sich von unten;3;HOLD;über EMA20, fundamental solide;MATERIALS;Specialty Chemicals;HOCH;NYQ;79273739.0;-5.22;-9.26;25.8;🟡 Durchschnittlich;4.74;-2.87;-26.79;0;⚪ Nicht geprüft;-;0;0;;;;;23.2;⚪ Schwach
CI;The Cigna Group;USD;278.4 USD;278.4;283.62 USD;284.56 USD;282.72 USD;280.94 USD;-1.84;-2.16;-1.45;-1.3;-5.13;-0.7;2.72;45.54;305.8 USD;305.8;240.32;-8.96;15.85;2.15;0.321;NORMAL;0.71;3.39;2.24%;6.24 USD;08.09.2026;04.06.2026;30.07.2026;278.87 USD;73564545024.0;Large Cap;8.32;11.51;0.85;6.7%;0.07;10.2%;0.1;2.27%;0.02;74.29;7.98 Mrd.;7980125184.0;10.28 Mrd.;10277000192.0;7;VERY SOLID;8;GOOD;Forward KGV im gesunden Bereich | KGV nicht übertrieben | PEG Ratio attraktiv | Umsatzwachstum positiv | Gewinnwachstum positiv | Gewinnmarge positiv | Free Cashflow positiv | Verschuldung moderat | Dividende vorhanden;-;LOW RISK;NO;3;MÖGLICHES SIGNAL;EMA20-Squeeze / Kurs nähert sich von unten | Mögliche Bodenbildung nahe 52W-Tief;2;AVOID;Early: MÖGLICHES SIGNAL, fundamental solide;HEALTHCARE;Healthcare Plans;HOCH;NYQ;488583648.0;-12.13;-19.02;24.0;🟡 Durchschnittlich;7.0;-7.52;-6.31;0;⚪ Nicht geprüft;-;0;0;;;;;23.2;⚪ Schwach
VMC;Vulcan Materials Company (Holdi;USD;285.34 USD;285.34;284.14 USD;286.05 USD;286.84 USD;288.13 USD;0.42;-0.25;0.23;0.62;-3.36;-3.32;-4.69;50.3;329.09 USD;329.09;256.51;-13.29;11.24;2.14;1.057;NORMAL;0.72;-2.97;0.73%;2.08 USD;13.08.2026;22.05.2026;29.10.2026;280.33 USD;36973998080.0;Large Cap;26.44;33.57;2.45;2.5%;0.03;2.7%;0.03;13.75%;0.14;58.22;843.6 Mio.;843600000.0;1.8 Mrd.;1804400000.0;5;SOLID;8;GOOD;Umsatzwachstum positiv | Gewinnwachstum positiv | Solide Gewinnmarge | Free Cashflow positiv | Verschuldung moderat | Dividende vorhanden;-;LOW RISK;NO;3;MÖGLICHES SIGNAL;EMA20-Squeeze / Kurs nähert sich von unten | Mögliche Bodenbildung nahe 52W-Tief;3;HOLD;über EMA20, Early: MÖGLICHES SIGNAL, fundamental solide;MATERIALS;Building Materials;HOCH;NYQ;337651097.0;-8.1;8.6;15.2;🔴 Schwächster im Sektor;4.74;-5.75;-8.93;0;⚪ Nicht geprüft;-;0;0;;;;;23.1;⚪ Schwach
DN3.F;Metaplanet Inc.               R;EUR;1.23 EUR;1.23;1.23 EUR;1.3 EUR;1.49 EUR;1.76 EUR;0.13;-5.45;-1.75;1.26;-1.36;-30.68;-38.95;49.21;5.56 EUR;5.56;1.07;-77.82;15.47;4.71;0.055;LOW;0.06;113.91;0.0%;-;-;-;14.08.2025;1.28 EUR;;UNKNOWN;-;-;-;-77.4%;-0.77;-;-;-13.67%;-0.14;112.47;-;-;-;-;0;WEAK;3;OK;-;Umsatzwachstum negativ | Negative Gewinnmarge;LOW RISK;NO;4;MÖGLICHES SIGNAL;EMA20-Squeeze / Kurs nähert sich von unten | Bodenbildung: nahe 52W-Tief mit positiver Kursdrehung;3;HOLD;über EMA20, Early: MÖGLICHES SIGNAL, Fundamentaldaten schwach;OTHER;-;NIEDRIG;FRA;198558.0;-6.34;-36.95;5.3;🔴 Schwächster im Sektor;4.98;-3.75;-36.29;0;⚪ Nicht geprüft;-;0;0;;;;;23.1;⚪ Schwach
FLEX;Flex Ltd.;USD;119.7 USD;119.7;122.78 USD;126.33 USD;117.35 USD;103.32 USD;-2.51;-5.24;-1.36;1.92;-11.86;-11.16;89.88;45.57;162.07 USD;162.07;49.0;-26.14;144.29;4.92;1.668;LOW;0.59;-12.59;0.0%;-;-;-;28.10.2026;123.8 USD;44217536512.0;Large Cap;16.83;46.76;0.94;20.6%;0.21;52.0%;0.52;3.33%;0.03;107.82;625.75 Mio.;625750016.0;1.56 Mrd.;1562000000.0;5;SOLID;8;GOOD;Forward KGV im gesunden Bereich | PEG Ratio attraktiv | Umsatzwachstum positiv | Gewinnwachstum positiv | Gewinnmarge positiv | Free Cashflow positiv;KGV sehr hoch;LOW RISK;NO;1;-;RSI leichte Erholung;4;HOLD;über EMA200, fundamental solide;TECHNOLOGY;Electronic Components;HOCH;NMS;809159551.0;-13.11;-13.74;26.8;🟡 Durchschnittlich;1.25;-14.25;-16.77;0;⚪ Nicht geprüft;-;0;0;;;;;23.0;⚪ Schwach
AIG;American International Group, I;USD;77.61 USD;77.61;78.89 USD;77.92 USD;77.22 USD;76.99 USD;-1.63;-0.4;-1.49;-1.5;-1.97;0.56;4.95;45.38;85.51 USD;85.51;71.0;-9.24;9.32;1.59;0.517;NORMAL;1.11;4.09;2.58%;2.0 USD;16.09.2026;15.06.2026;04.11.2026;76.36 USD;40581738496.0;Large Cap;8.81;14.4;0.64;0.5%;0.01;-10.1%;-0.1;11.09%;0.11;22.47;7.37 Mrd.;7365000192.0;3.85 Mrd.;3849999872.0;7;VERY SOLID;8;GOOD;Forward KGV im gesunden Bereich | KGV nicht übertrieben | PEG Ratio attraktiv | Umsatzwachstum positiv | Solide Gewinnmarge | Free Cashflow positiv | Verschuldung moderat | Dividende vorhanden;Gewinnwachstum negativ;LOW RISK;NO;1;-;EMA50 dreht nach oben;4;HOLD;über EMA200, fundamental solide;FINANCIALS;Insurance - Diversified;HOCH;NYQ;302961578.0;-3.87;-8.11;26.6;🟡 Durchschnittlich;1.9;-4.36;-5.05;0;⚪ Nicht geprüft;-;0;0;;;;;23.0;⚪ Schwach
DLO;DLocal Limited;USD;14.37 USD;14.37;14.64 USD;14.0 USD;13.52 USD;13.34 USD;-1.83;2.65;-0.24;-6.14;-5.4;4.15;8.56;48.34;15.57 USD;15.57;10.47;-7.7;37.2;3.07;0.874;LOW;0.56;4.38;1.32%;0.19 USD;27.05.2026;27.05.2026;13.08.2026;13.72 USD;4228647168.0;Mid Cap;12.68;22.45;-;54.9%;0.55;-6.7%;-0.07;15.85%;0.16;19.83;396.4 Mio.;396397760.0;412.83 Mio.;412827008.0;6;SOLID;7;GOOD;Forward KGV im gesunden Bereich | KGV nicht übertrieben | Umsatzwachstum positiv | Solide Gewinnmarge | Free Cashflow positiv | Verschuldung moderat | Dividende vorhanden;Gewinnwachstum negativ;LOW RISK;NO;1;-;EMA50 dreht nach oben;5;BUY;über EMA50, über EMA200, fundamental solide;SOFTWARE;Software - Infrastructure;HOCH;NMS;38808340.0;-17.44;-18.75;18.3;🔴 Schwächster im Sektor;12.04;-7.79;-1.46;0;⚪ Nicht geprüft;-;0;0;;;;;23.0;⚪ Schwach
EGHT;8x8 Inc;USD;2.24 USD;2.24;2.05 USD;1.99 USD;2.0 USD;2.01 USD;9.41;12.3;-2.61;8.74;9.27;-7.44;34.94;60.45;2.76 USD;2.76;1.59;-18.84;40.88;5.08;1.839;NORMAL;1.21;6.54;0.0%;-;-;-;03.11.2026;1.95 USD;323535520.0;Small Cap;6.05;74.67;0.48;4.9%;0.05;-;-;0.64%;0.01;241.87;71.9 Mio.;71902000.0;60.95 Mio.;60947000.0;4;MIXED;7;OK;Forward KGV im gesunden Bereich | PEG Ratio attraktiv | Umsatzwachstum positiv | Gewinnmarge positiv | Free Cashflow positiv;KGV sehr hoch | Verschuldung hoch;HIGH RISK;NO;2;-;EMA50 dreht nach oben | Momentum-Divergenz: 1M dreht positiv nach langem Abschwung;7;STRONG BUY;über EMA20, über EMA50, über EMA200, 1M positiv, hohes Risiko;SOFTWARE;Software - Application;MITTEL;NMS;4400086.0;-2.77;-30.34;41.7;🟡 Durchschnittlich;12.04;6.88;-13.05;0;⚪ Nicht geprüft;-;0;0;;;;;23.0;⚪ Schwach
NNE;Nano Nuclear Energy Inc.;USD;18.57 USD;18.57;17.84 USD;19.84 USD;22.24 USD;25.02 USD;4.07;-6.42;-1.49;5.63;-1.54;-36.12;-36.83;51.24;56.63 USD;56.63;14.88;-67.21;24.8;5.28;5.409;NORMAL;0.73;-1.71;0.0%;-;-;-;12.08.2026;19.45 USD;997174528.0;Small Cap;-16.39;-;-;-;-;-;-;0.0%;0.0;0.44;-33.31 Mio.;-33311692.0;-23.26 Mio.;-23255184.0;1;WEAK;4;OK;Verschuldung moderat;Negative Gewinnmarge | Free Cashflow negativ;MEDIUM RISK;NO;2;-;Bodenbildung: nahe 52W-Tief mit positiver Kursdrehung;3;HOLD;über EMA20, Fundamentaldaten schwach;INDUSTRIALS;Specialty Industrial Machinery;HOCH;NCM;48942906.0;-0.94;-28.69;41.0;🟡 Durchschnittlich;-0.6;-3.93;-41.73;0;⚪ Nicht geprüft;-;0;0;;;;;22.8;⚪ Schwach
PEP;Pepsico, Inc.;USD;137.73 USD;137.73;139.05 USD;141.1 USD;144.04 USD;145.76 USD;-0.95;-2.39;-0.93;-1.36;0.25;-10.76;-8.6;45.46;167.22 USD;167.22;134.38;-17.64;2.49;1.71;0.361;NORMAL;0.75;-2.14;4.3%;5.92 USD;04.09.2026;05.06.2026;08.10.2026;138.28 USD;188139175936.0;Large Cap;15.34;18.22;1.51;6.4%;0.06;137.0%;1.37;10.79%;0.11;238.95;7.83 Mrd.;7831875072.0;13.46 Mrd.;13456000000.0;7;VERY SOLID;8;GOOD;Forward KGV im gesunden Bereich | KGV nicht übertrieben | PEG Ratio attraktiv | Umsatzwachstum positiv | Gewinnwachstum positiv | Solide Gewinnmarge | Free Cashflow positiv | Dividende vorhanden;Verschuldung hoch;LOW RISK;NO;1;-;Momentum-Divergenz: 1M dreht positiv nach langem Abschwung;2;AVOID;1M positiv, fundamental solide;CONSUMER DEFENSIVE;Beverages - Non-Alcoholic;HOCH;NMS;1211250922.0;-0.38;-13.74;42.3;🟡 Durchschnittlich;0.63;-2.14;-16.37;0;⚪ Nicht geprüft;-;0;0;;;;;22.7;⚪ Schwach
RGTI;Rigetti Computing, Inc.;USD;17.65 USD;17.65;16.31 USD;17.29 USD;18.3 USD;19.71 USD;8.21;2.11;-1.62;10.17;6.71;-12.15;-2.86;55.23;56.34 USD;56.34;12.9;-68.67;36.82;5.86;2.022;NORMAL;0.83;4.03;0.0%;-;-;-;06.08.2026;16.94 USD;5891018240.0;Mid Cap;-85.68;-;-;185.3%;1.85;-;-;0.0%;0.0;1.43;26.45 Mio.;26453624.0;-60.72 Mio.;-60716000.0;3;MIXED;5;OK;Umsatzwachstum positiv | Free Cashflow positiv | Verschuldung moderat;Negative Gewinnmarge;HIGH RISK;NO;1;-;Momentum-Divergenz: 1M dreht positiv nach langem Abschwung;5;BUY;über EMA20, über EMA50, 1M positiv, hohes Risiko;TECHNOLOGY;Computer Hardware;HOCH;NCM;674703320.0;5.46;-14.73;67.1;🔵 Überdurchschnittlich;1.25;4.32;-17.76;0;⚪ Nicht geprüft;-;0;0;;;;;22.6;⚪ Schwach
SZG.DE;SALZGITTER AG                 I;EUR;51.15 EUR;51.15;52.92 EUR;52.73 EUR;51.23 EUR;48.15 EUR;-3.34;-2.99;-2.57;-6.92;0.2;0.8;7.51;45.1;66.55 EUR;66.55;20.7;-23.14;147.14;3.56;2.192;NORMAL;0.75;7.41;0.39%;0.2 EUR;04.06.2026;04.06.2026;11.08.2026;51.67 EUR;2766565376.0;Mid Cap;6.77;65.58;0.83;0.7%;0.01;-;-;0.47%;0.0;50.59;-458.4 Mio.;-458400000.0;626.4 Mio.;626400000.0;4;MIXED;7;OK;Forward KGV im gesunden Bereich | PEG Ratio attraktiv | Umsatzwachstum positiv | Gewinnmarge positiv | Verschuldung moderat | Dividende vorhanden;KGV sehr hoch | Free Cashflow negativ;MEDIUM RISK;NO;1;-;EMA50 dreht nach oben;5;BUY;über EMA200, 1M positiv;MATERIALS;Steel;HOCH;GER;8380163.0;-4.54;12.72;33.3;🟡 Durchschnittlich;4.74;-2.19;-4.81;0;⚪ Nicht geprüft;-;0;0;;;;;22.5;⚪ Schwach
